Date,Town,Latitude,Longitude,County
2022-08-07,Rockford,43.1,-85.6,Winnebago County
2023-04-19,Bryan,30.8,-96.3,Brazos County
2021-10-04,Arlington,32.6,-97.1,Tarrant County.
2019-03-20,Houston,30.0,-95.6,Harris County
2017-10-16,Round Rock,30.5,-97.7,Williamson County
2019-09-17,Wisconsin Rapids,44.4,-89.8,Wood County
2021-08-01,Bloomington,40.5,-89.0,Monroe County.
2019-08-24,Brooklyn,40.6,-74.0,Kings County
2018-07-28,Harrisville,44.7,-83.3,Weber County
2022-08-06,Saginaw,43.4,-84.0,Saginaw County
2021-10-09,Hubbard Lake,44.8,-83.7,Alcona County
2023-07-18,Milwaukee,43.0,-87.9,Milwaukee County
2024-09-12,Minneapolis,45.2,-93.3,Hennepin County
2024-07-28,Media,39.9,-75.4,Delaware County.
2021-09-04,Little Falls,43.1,-74.9,Morrison County
2017-02-26,Seabrook,29.6,-95.0,Harris County.
2021-12-03,Houston,29.6,-95.1,Harris County
2021-08-04,San Antonio,29.5,-98.4,Bexar County
2022-08-05,Holland,42.8,-86.2,Ottawa County
2022-09-14,Endicott,42.1,-76.0,Broome County
2018-09-18,Stevens,40.2,-76.2,Dodge County.
2017-09-22,Harrisville,44.7,-83.3,Weber County
2020-03-08,Brenham,30.1,-96.4,Washington County
2019-10-10,Smiths Creek,43.0,-82.6,St. Clair County
2024-09-09,Oklahoma City,35.4,-97.4,Oklahoma County
2019-09-16,Washington,42.8,-83.1,There are multiple cities named Washington in the United States located in different counties. Could you specify the state or provide additional context?
2021-10-03,Plano,33.0,-96.7,Collin County.
2021-09-29,Philadelphia,40.1,-75.2,Philadelphia County
2017-10-14,Austin,30.4,-97.7,Travis County
2017-07-30,West Bend,43.4,-88.2,Washington County
2020-03-08,Kingwood,30.0,-95.2,Harris County
2021-09-14,Edmond,35.7,-97.5,Oklahoma County
2023-09-03,Oklahoma City,35.6,-97.5,Oklahoma County
2021-08-17,New York,40.8,-74.0,New York County
2017-03-11,Galveston,29.2,-94.9,Galveston County
2017-09-09,Austin,30.2,-97.9,Travis County
2019-09-27,Mount Vernon,40.9,-73.8,Westchester County
2020-10-31,Austin,30.3,-97.7,Travis County.
2021-07-25,Minneapolis,45.0,-93.2,Hennepin County
2020-08-12,Mohawk,47.4,-87.9,Herkimer County.
2021-10-18,Milwaukee,43.0,-88.1,Milwaukee County
2021-10-04,Arlington,32.6,-97.1,"Arlington is located in multiple counties, but for Arlington, Texas, it is in Tarrant County."
2019-10-28,League City,29.5,-95.0,Galveston County
2022-08-05,Brillion,44.2,-88.1,Calumet County
2019-06-06,Menominee,45.3,-87.5,Menominee County
2017-04-07,Sand Springs,36.1,-96.1,Tulsa County.
2017-06-11,Spring,30.0,-95.5,Montgomery County
2022-10-20,Sugar Land,29.6,-95.6,Fort Bend County
2022-07-29,Crystal Lake,42.2,-88.3,McHenry County
2021-12-31,Dallas,32.8,-96.8,Dallas County
2017-09-24,Oklahoma City,35.5,-97.5,Oklahoma County
2021-11-23,Cocoa,28.5,-80.8,Brevard County
2018-08-29,Tulsa,36.0,-95.9,Tulsa County
2018-10-22,Burleson,32.5,-97.3,Johnson County
2024-09-03,Rochester Hills,42.7,-83.2,Oakland County
2020-08-04,Oklahoma City,35.5,-97.6,Oklahoma County
2018-05-23,Cookville,33.2,-94.8,"There isn't a notable city named ""Cookville"" in the United States based on available data. It's possible you might be referring to ""Cookeville,"" which is located in Putnam County, Tennessee."
2020-09-25,Kalkaska,44.7,-85.1,Kalkaska
2020-09-15,Minneapolis,44.9,-93.3,Hennepin County
2022-10-27,Lampasas,31.1,-98.2,Lampasas County
2021-10-07,Texico,38.4,-88.9,Curry County
2021-10-20,Grand Rapids,43.0,-85.6,Kent
2023-08-07,Pittsburgh,40.5,-79.9,Allegheny County
2022-01-05,Orange,30.1,-93.7,Orange County
2017-08-23,Au Gres,44.0,-83.7,Arenac County
2019-09-27,Eau Claire,41.1,-79.8,Eau Claire County
2019-10-14,Mamaroneck,40.9,-73.7,Westchester County
2021-08-16,Harrisville,44.6,-83.3,Weber County
2024-09-25,Stevens Point,44.5,-89.5,Portage County
2021-09-16,Okemos,42.7,-84.4,Ingham County
2017-02-13,Crystal River,28.9,-82.6,Citrus County
2020-04-02,Bradenton,27.5,-82.6,Manatee County
2020-08-04,Eau Claire,44.8,-91.5,Eau Claire County
2021-06-11,Harrisville,44.7,-83.3,Ritchie County
2023-04-04,Jermyn,33.3,-98.4,Lackawanna County
2022-09-20,Fairfield,39.8,-77.4,Fairfield is located in Solano County.
2022-07-31,Star Prairie,45.2,-92.6,Polk County
2018-08-21,Souderton,40.3,-75.3,Montgomery County
2018-10-09,Jackson,43.3,-88.2,Hinds County
2020-03-29,Forney,32.7,-96.5,Kaufman County.
2023-03-27,Gause,30.7,-96.7,Milam County
2019-08-25,Minneapolis,45.0,-93.2,Hennepin County
2019-10-29,Jacksonville,30.2,-81.6,Duval County
2021-12-06,Cocoa,28.5,-80.8,Brevard County
2023-10-26,Jacksonville,30.2,-81.8,Duval County
2022-08-24,Midwest City,35.5,-97.4,Oklahoma County
2021-09-29,State College,40.8,-77.9,Centre County
2020-12-16,Christmas,28.6,-81.0,Orange County
2021-08-19,Stroudsburg,41.0,-75.2,Monroe County
2022-03-16,Houston,29.8,-95.5,Harris County
2020-09-25,Tulsa,36.2,-96.0,Tulsa County
2022-08-03,Ossining,41.2,-73.9,Westchester
2021-03-28,Mckinney,33.2,-96.6,Collin County
2018-11-07,Greenville,42.4,-74.0,There are multiple cities named Greenville; please specify the state for a precise answer.
2024-08-26,York,39.9,-76.7,York
2018-05-15,Granbury,32.4,-97.7,Hood County
2023-12-26,Summerfield,29.0,-82.0,Marion County.
2019-10-14,Hewitt,31.5,-97.2,McLennan County
2018-10-21,Dallas,33.0,-96.8,Dallas County
2019-09-01,Grawn,44.6,-85.7,Grand Traverse County
2021-10-13,Barrington,42.1,-88.2,Cook County
2021-12-23,Groveland,28.6,-81.9,Lake County
2021-05-29,Tulsa,36.1,-95.9,Tulsa County
2020-09-16,Waukegan,42.4,-87.8,Lake
2021-11-21,Beaumont,30.1,-94.1,Jefferson County
2020-09-19,Village of Waunakee,43.2,-89.4,Dane County
2022-10-06,Mansfield,32.6,-97.1,Richland County
2022-11-18,Santa Rosa Beach,30.3,-86.2,Walton County
2022-09-08,Spring,30.0,-95.6,Green County
2019-08-03,Harrisville,44.6,-83.3,Harrison County
2022-10-27,Edmond,35.8,-97.5,Oklahoma County.
2024-08-29,Geneva,42.9,-77.0,"Geneva is in The United States. There are many cities named Geneva, please specify a state or country for a more accurate answer."
2018-05-22,Minneapolis,45.0,-93.3,Hennepin
2022-10-26,Tulsa,36.0,-95.9,Tulsa County
2022-09-21,Green Cove Springs,30.0,-81.7,Clay County
2022-03-20,Houston,29.6,-95.1,Harris County
2017-10-29,Kingsville,27.5,-97.9,Kleberg County.
2022-07-26,Cedarburg,43.3,-88.0,Ozaukee County
2020-10-03,Leander,30.6,-97.8,Williamson County
2021-10-14,Caneadea,42.4,-78.2,Allegany County
2022-09-04,Bangor,42.3,-86.1,Gwynedd
2019-03-16,Palacios,28.6,-96.1,Matagorda County
2021-06-16,Dublin,32.1,-98.4,County Dublin
2019-09-14,Perry,42.8,-84.2,Houston County
2024-03-30,Hallettsville,29.4,-96.9,Lavaca County
2021-07-26,Lewistown,40.6,-77.6,Fergus County
2021-12-29,Houston,29.6,-95.1,Harris County
2017-10-27,Uniontown,39.9,-79.7,Fayette County
2019-10-07,Sand Springs,36.1,-96.3,Tulsa County.
2022-11-02,Dodge Center,44.0,-92.9,Dodge
2017-08-26,Oklahoma City,35.5,-97.5,Oklahoma County
2022-09-02,Whittemore,44.3,-83.8,Iosco County
2022-10-11,Mansfield,32.6,-97.1,Richland County
2017-10-21,Plano,33.0,-96.7,Collin County
2020-09-05,Minneapolis,45.0,-93.2,Hennepin County
2023-07-22,Gulliver,46.1,-86.1,Schoolcraft County
2017-09-22,Seneca,41.4,-79.7,Oconee County
2022-05-01,Wellington,26.7,-80.3,Wellington City is located in Wellington County.
2024-08-11,West Nyack,41.1,-74.0,Rockland County
2022-08-23,Yulee,30.6,-81.6,Nassau County
2021-06-30,Saint Paul,45.0,-92.9,Ramsey County
2022-09-29,Oklahoma City,35.5,-97.5,Oklahoma County
2021-10-25,Holtsville,40.8,-73.0,Suffolk County
2022-08-05,Locust Grove,36.1,-95.2,Henry County
2020-09-27,Tulsa,36.1,-95.9,Tulsa County
2023-03-23,Ferris,32.5,-96.6,Ellis County
2018-08-25,Allen,33.1,-96.6,Collin County
2017-10-05,Cedar Springs,43.2,-85.5,Kent County
2020-08-21,Philadelphia,40.0,-75.2,Philadelphia County
2021-09-25,Grugan Twp,41.3,-77.6,Clinton County
2019-04-25,Jacksonville,30.5,-81.6,Duval County
2020-05-25,Friendship,44.0,-89.8,Adams County
2022-09-05,Broken Arrow,36.0,-95.8,Tulsa County
2022-08-06,Arden Hills,45.0,-93.2,Ramsey County
2019-09-18,Wynnewood,40.0,-75.3,Montgomery County
2021-08-09,Verona,43.0,-89.5,Veneto
2020-08-21,Wynona,36.5,-96.3,Osage County
2023-08-09,Manton,44.4,-85.5,Tehama County
2019-11-06,Austin,30.4,-97.7,Travis County
2023-10-26,Odessa,31.9,-102.3,Ector County
2019-09-09,Harrisville,44.6,-83.3,Weber County
2024-05-20,Fairbury,40.8,-88.5,Livingston County
2021-06-30,Minneapolis,45.0,-93.2,Hennepin County
2024-07-01,Clifton Park,42.8,-73.7,Saratoga County
2018-07-09,Minneapolis,45.0,-93.4,Hennepin County
2018-10-11,Weatherford,32.8,-97.9,Parker County.
2022-09-16,Gulf Breeze,30.4,-87.2,Santa Rosa
2021-12-30,Mission,26.2,-98.3,Hidalgo County
2019-10-12,Salisbury Mills,41.4,-74.1,Orange County
2017-10-20,Denton,33.2,-97.1,Denton County
2018-08-22,Manheim,40.2,-76.4,Lancaster County
2017-10-07,Bolingbrook,41.7,-88.1,Will
2022-09-29,Tulsa,36.1,-95.9,Tulsa County
2020-08-19,Fulshear,29.7,-95.9,Fort Bend County
2021-08-02,Sun Prairie,43.2,-89.3,Dane County
2022-11-05,Boerne,29.7,-98.7,Kendall County
2021-04-25,Roanoke,33.0,-97.2,Roanoke County.
2023-09-11,Chandler,32.3,-95.5,Maricopa County
2021-10-05,Madison,43.1,-89.5,Dane County.
2023-07-23,Minneapolis,45.0,-93.2,Hennepin County
2023-10-02,Union Charter Township,43.6,-84.7,Isabella County
2022-08-05,Des Plaines,42.0,-87.9,Cook County
2019-10-07,Philadelphia,40.0,-75.2,Philadelphia County
2021-12-01,Missouri City,29.6,-95.5,Fort Bend County
2022-01-09,Wellington,26.7,-80.3,Wellington City is in the Wellington Region.
2019-08-19,Edmond,35.7,-97.5,Oklahoma County
2021-10-22,Midland,32.0,-102.0,Midland County
2022-07-20,Pittsburgh,40.5,-79.7,Allegheny County
2022-08-05,Fall River,43.4,-89.0,Bristol County
2023-11-06,St Marks,30.2,-84.2,Wakulla County
2021-09-26,New Hope,40.3,-74.9,Hennepin County
2024-08-31,Rochester,43.2,-77.6,Monroe County
2020-09-23,Tulsa,36.1,-96.0,Tulsa County.
2021-09-10,State College,40.8,-77.9,Centre County
2022-08-23,Geary,35.5,-98.2,Blaine County
2021-12-15,Port O Connor,28.5,-96.4,Calhoun County
2022-09-23,Oklahoma City,35.6,-97.5,Oklahoma County
2021-12-02,Tampa,28.2,-82.4,Hillsborough County
2019-10-22,Austin,30.3,-97.8,Travis County
2024-03-04,Hudson,28.4,-82.6,Columbia County
2021-09-28,Georgetown,30.6,-97.7,Williamson County
2022-08-03,Averill Park,42.7,-73.6,Rensselaer County
2024-07-13,Wauwatosa,43.1,-88.0,Milwaukee County
2024-01-06,Katy,29.7,-95.8,Harris County
2018-09-26,Philadelphia,39.9,-75.3,Philadelphia County
2020-09-27,Owasso,36.3,-95.8,Tulsa County
2024-07-28,Kalamazoo,42.2,-85.7,Kalamazoo County
2018-07-02,Indian Lake,43.8,-74.3,Logan County
2023-04-08,Ennis,32.3,-96.7,Clare
2019-10-23,Georgetown,30.6,-97.8,Williamson County
2019-07-14,Allenton,43.4,-88.4,Washington County
2021-12-05,Tampa,28.0,-82.4,Hillsborough
2023-05-20,Gainesville,29.7,-82.4,Alachua County
2020-08-24,Brooklyn,40.7,-74.0,Kings County
2022-08-06,Monroe,41.3,-74.2,Union County
2019-10-25,Babylon,40.6,-73.2,Suffolk County
2019-09-30,Saint Paul,44.9,-93.1,Ramsey County
2021-06-28,Mabel,43.5,-91.9,Fillmore County
2017-09-13,Peoria,40.8,-89.6,Peoria County
2019-06-07,Downers Grove,41.8,-88.0,DuPage County
2017-11-06,Jefferson,32.9,-94.3,There are multiple cities named Jefferson in different states. Could you please specify which state you are referring to?
2024-08-15,Dodge Center,44.0,-92.9,Dodge County
2022-07-15,Plantation,26.1,-80.2,Broward County
2021-08-31,Delevan,42.5,-78.5,Cattaraugus County
2022-09-27,Broken Arrow,36.1,-95.7,Tulsa County.
2020-08-13,Broken Arrow,36.0,-95.8,Tulsa County
2022-09-14,Webster,43.2,-77.5,Harris County
2021-09-05,Mendota,44.9,-93.2,Fresno County
2023-05-07,Dallas,32.9,-96.7,Dallas County
2018-08-17,Philadelphia,40.0,-75.1,Philadelphia County
2023-07-28,Fayetteville,39.9,-77.6,Cumberland County
2021-07-28,New Cumberland,40.2,-76.9,Hancock County
2024-08-19,Minneapolis,44.9,-93.3,Hennepin
2022-02-11,Palm Beach Gardens,26.8,-80.1,Palm Beach County
2021-05-17,White Plains,41.0,-73.8,Westchester County
2018-08-17,Tulsa,36.0,-95.9,Tulsa County
2022-09-05,Springfield,39.8,-89.7,Sangamon County
2020-06-11,Okmulgee,35.7,-95.8,Okmulgee County
2020-10-06,Chicago,42.0,-87.7,Cook County.
2023-08-11,South Abington Township,41.5,-75.7,Lackawanna County
2017-09-23,Westhampton Beach,40.8,-72.6,Suffolk County
2018-08-28,Tulsa,36.1,-96.0,Tulsa County
2018-10-30,Toluca,40.9,-89.1,Estado de México
2022-09-28,Tulsa,36.2,-95.9,Tulsa County
2018-11-07,Houston,29.9,-95.6,Harris County.
2022-03-03,Cape Coral,26.6,-82.0,Lee County
2021-12-20,Saint Johns,30.1,-81.6,Apache County
2021-10-28,Mcveytown,40.5,-77.8,Mifflin County
2024-09-29,Flower Mound,33.0,-97.1,Denton County
2019-10-22,Tulsa,36.0,-95.9,Tulsa County
2019-05-29,Austin,30.3,-97.8,Travis County
2022-05-10,Nekoosa,44.2,-89.8,Wood County
2018-10-04,North Wales,40.2,-75.3,Montgomery County
2020-09-01,Madison,43.1,-89.5,Dane County
2018-06-20,Fort Hood,31.2,-97.8,Bell County
2021-05-21,Center Point,30.0,-99.0,Jefferson County
2017-01-04,Fernandina Beach,30.6,-81.4,Nassau County
2023-07-30,Moose Lake,46.4,-92.7,Carlton County
2019-10-17,Allen,33.1,-96.7,Collin County
2017-08-29,Munising,46.5,-86.7,Alger
2020-09-24,Boerne,29.7,-98.7,Kendall County
2022-07-25,Manlius,43.0,-76.0,Onondaga County
2021-07-23,Royal Oak,42.5,-83.1,Oakland County
2020-09-22,Kewadin,44.9,-85.4,Antrim County
2022-08-04,Neenah,44.2,-88.5,Winnebago County
2020-05-28,Oak Lawn,41.7,-87.8,Cook County
2024-08-02,Wauwatosa,43.1,-88.0,Milwaukee County.
2018-09-13,Mankato,44.2,-94.0,Blue Earth County
2023-09-02,Sherman,33.7,-96.8,Grayson County.
2018-06-16,Traverse City,44.6,-85.7,Grand Traverse County
2017-08-04,Minneapolis,45.0,-93.2,Hennepin County
2024-10-03,Ann Arbor,42.3,-83.7,Washtenaw County
2017-09-08,Connellsville,40.0,-79.6,Fayette County
2024-08-01,Madison,43.0,-89.5,Dane County
2018-06-28,Marquette,46.6,-87.4,Marquette County
2021-08-27,Carbondale,37.7,-89.2,Jackson County
2019-08-30,New Cumberland,40.2,-76.9,Hancock County
2023-08-25,Minneapolis,45.0,-93.2,Hennepin County
2019-09-14,Utica,42.7,-83.0,Oneida
2024-07-27,Harrietta,44.3,-85.7,Wexford County.
2024-07-10,Houston,29.9,-95.6,Harris County
2024-09-14,Bolingbrook,41.7,-88.1,Will County
2023-08-25,Empire,44.8,-86.1,Carson City
2022-08-07,West Mifflin,40.4,-79.9,Allegheny County
2023-07-01,Dallas,32.8,-96.7,Dallas County
2017-10-05,State College,40.9,-77.9,Centre County
2022-06-21,Pensacola,30.5,-87.2,Escambia County
2021-11-12,Atlantic Beach,30.4,-81.4,Duval County
2020-10-10,Oklahoma City,35.5,-97.6,Oklahoma County
2018-04-11,McKinney,33.2,-96.7,Collin County
2019-10-17,Rockwall,32.8,-96.5,Rockwall County
2017-10-08,Indiahoma,34.7,-98.6,Comanche County
2017-10-16,Hinsdale,41.8,-87.9,DuPage County
2018-10-03,East Marion,41.1,-72.3,Suffolk County
2022-09-01,Hale,44.3,-83.9,Surrey
2017-09-21,Gause,30.7,-96.7,Milam County
2024-10-04,Wellston,35.7,-97.1,Jackson County
2021-09-21,Mckinney,33.1,-96.6,Collin County
2019-10-07,Antioch,42.5,-88.1,Contra Costa County
2020-08-20,Bayside,40.8,-73.8,Queens County
2020-09-16,Antioch,42.5,-88.1,Contra Costa County
2022-09-29,St Jo,33.7,-97.5,DeKalb County
2021-09-12,Corpus Christi,27.8,-97.4,Nueces County
2023-08-05,Franklin,41.4,-79.8,"There are several cities named Franklin across the United States, each located in different counties. Without additional context or a specific state, I'm unable to identify a single county. Please specify the state or provide additional details."
2024-09-29,Norman,35.2,-97.5,Cleveland County
2020-10-31,New Ringgold,40.6,-76.0,Schuylkill County
2021-12-14,Ormond Beach,29.4,-81.2,Volusia
2022-07-25,Northport,40.9,-73.3,Tuscaloosa County
2022-08-16,Minneapolis,44.9,-93.3,Hennepin County.
2022-09-25,New Ringgold,40.6,-76.0,Schuylkill County
2022-11-22,Destin,30.4,-86.4,Okaloosa County
2021-10-12,Georgetown,30.6,-97.7,Williamson County.
2021-12-11,Brooksville,28.6,-82.4,Hernando County
2017-11-05,Cypress,30.0,-95.7,Orange County
2021-02-16,Boca Raton,26.4,-80.2,Palm Beach County
2023-08-28,New Brighton,45.1,-93.2,Beaver County
2017-10-17,Euless,32.8,-97.1,Tarrant County
2022-01-13,Clearwater,28.0,-82.7,Pinellas County
2024-05-03,Niceville,30.5,-86.4,Okaloosa County
2021-10-09,Edmond,35.7,-97.5,Oklahoma County
2022-01-18,Wellington,26.7,-80.3,Palm Beach County
2018-08-31,De Pere,44.4,-88.1,Brown County
2017-06-07,Saint Paul,44.9,-93.2,Ramsey County
2022-01-05,Houston,29.7,-95.4,Harris County
2018-09-15,Tuttle,35.3,-97.8,Grady County
2019-04-14,Edmond,35.7,-97.5,Oklahoma County
2017-09-05,Mequon,43.2,-87.9,Ozaukee County
2017-09-12,Austin,30.2,-97.9,Travis County
2019-10-18,Dallas,32.8,-96.8,Dallas County
2021-11-15,Port O Connor,28.5,-96.4,Calhoun
2019-10-17,Broken Arrow,36.0,-95.8,Tulsa County
2020-07-18,Allenton,43.4,-88.4,Washington County
2021-09-17,Chicago,42.0,-87.7,Cook County
2019-10-28,Delancey,42.2,-75.0,Delaware County
2021-07-26,North Bend,41.4,-77.7,King County
2018-09-24,Wappingers Falls,41.5,-74.0,Dutchess
2024-09-25,Oklahoma City,35.5,-97.6,Oklahoma County
2022-11-13,Ponte Vedra Beach,30.2,-81.4,St. Johns County
2018-11-04,Cherokee,31.0,-98.7,Swain County
2021-09-24,Shawnee,35.3,-96.9,Pottawatomie County
2021-09-12,Lake George,43.4,-73.7,Warren County
2023-08-01,Mackinaw City,45.8,-84.7,Emmet County
2021-11-15,Corpus Christi,27.8,-97.4,Nueces County
2024-07-24,New Paltz,41.7,-74.1,Ulster County
2024-08-06,Calera,33.9,-96.4,Shelby County
2024-08-01,Calera,33.9,-96.4,Shelby County
2023-08-17,Tulsa,36.1,-95.9,Tulsa County
2022-10-29,South Haven,42.4,-86.3,Van Buren County
2019-09-23,South Milwaukee,42.9,-87.9,Milwaukee County
2022-10-07,Plano,33.1,-96.8,Collin County.
2019-09-15,Corning,42.1,-77.0,Steuben County
2021-07-25,Green Bay,44.5,-88.0,Brown County
2024-09-05,Edmond,35.7,-97.5,Oklahoma County
2023-08-04,Duluth,46.8,-92.1,St. Louis County
2019-06-05,Mankato,44.2,-94.0,Blue Earth County
2020-08-01,Broken Arrow,36.1,-95.8,Tulsa County.
2021-09-10,Naperville,41.7,-88.1,DuPage County
2021-12-16,Bryan,30.7,-96.4,Brazos County
2021-06-27,Chicago,41.9,-87.6,Cook County
2018-04-27,Montgomery,30.4,-95.8,Montgomery County
2023-10-26,Rockwall,32.8,-96.5,Rockwall County
2017-11-13,Austin,30.3,-97.7,Travis County
2023-12-24,Boerne,29.8,-98.7,Kendall County
2018-09-20,Madison,43.1,-89.4,Dane County
2017-10-21,Austin,30.3,-97.8,Travis County.
2017-10-22,Tulsa,36.2,-96.0,Tulsa County
2024-08-20,Grand Island,43.1,-78.9,Hall County
2021-11-01,Dublin,32.1,-98.4,Dublin.
2019-09-01,Saint Paul,44.9,-93.1,Ramsey County
2024-09-15,Plano,33.0,-96.7,Collin County
2023-09-07,Lykens,40.6,-76.7,Dauphin County
2023-04-26,Fort Worth,32.7,-97.3,Tarrant County
2023-06-01,Farmington,44.6,-93.1,San Juan County
2024-03-28,West Palm Beach,26.8,-80.0,Palm Beach County
2018-11-02,McKinney,33.2,-96.6,Collin County
2017-09-24,Hortonville,44.3,-88.6,Outagamie County
2019-04-25,Corpus Christi,27.8,-97.4,Nueces County
2023-08-04,Hudson,45.0,-92.7,Columbia County
2020-11-25,Fernandina Beach,30.7,-81.5,Nassau County
2021-07-18,Mabel,43.5,-91.9,Fillmore County
2022-09-16,Odessa,31.9,-102.3,Ector County
2022-02-04,Wildwood,28.8,-82.0,Cape May County
2024-04-07,Driftwood,30.1,-98.0,Hays County
2022-08-31,Galesburg,41.0,-90.4,Knox County
2021-10-17,Temple,31.1,-97.3,Bell County
2024-07-31,Madison,43.1,-89.4,Dane County
2021-10-23,Georgetown,30.6,-97.7,"Georgetown is a city name found in multiple counties across different states, so please specify the state you are referring to."
2019-08-24,Mankato,44.2,-94.0,Blue Earth County
2022-12-03,Humble,30.0,-95.4,Harris County
2020-09-04,Harrisville,44.6,-83.3,Weber County
2019-09-23,Saint Paul,44.9,-93.1,Ramsey County
2024-08-03,Endicott,42.1,-76.0,Broome County
2021-09-09,Lisle,41.8,-88.1,DuPage County
2024-08-20,Halifax,40.4,-77.0,West Yorkshire
2021-03-27,Mckinney,33.2,-96.6,Collin County
2024-07-12,West Palm Beach,26.8,-80.0,Palm Beach County
2017-09-04,Hedwigs Hill,30.7,-99.1,Mason County
2018-04-16,Belton,31.1,-97.6,Bell County
2023-12-18,Ingleside,27.9,-97.2,San Patricio County
2024-07-30,Farmington,42.4,-83.4,Davis County
2022-07-29,Minnetonka,44.9,-93.5,Hennepin County
2021-12-21,Melbourne,28.1,-80.6,Brevard County
2018-07-01,Indian Lake,43.8,-74.3,Logan County
2019-07-30,Allenton,43.4,-88.4,Washington County
2023-09-09,New Caney,30.2,-95.2,Montgomery County
2022-09-17,Yonkers,40.9,-73.9,Westchester County
2017-11-11,Mexia,31.6,-96.4,Limestone County
2017-09-16,Fredericksburg,30.3,-98.9,Spotsylvania County
2020-01-23,Corpus Christi,27.7,-97.3,Nueces County.
2022-10-12,Denton,33.2,-97.1,Denton County
2021-08-11,Norman,35.2,-97.5,Cleveland County
2023-03-16,Niceville,30.5,-86.4,Okaloosa County.
2018-09-13,Bellefonte,40.9,-77.8,Centre County
2021-08-24,Albion,43.3,-78.2,Calhoun County
2021-09-15,Okemos,42.7,-84.4,Ingham County
2024-04-26,San Antonio,29.6,-98.4,Bexar County
2022-05-20,Yukon,35.5,-97.7,Canadian County
2021-08-10,Amarillo,35.1,-101.9,Potter County.
2017-09-10,Chicago,41.9,-87.6,Cook County
2023-09-02,The Colony,33.1,-96.9,Denton County
2022-09-09,Whitney Point,42.3,-76.0,Broome County
2023-07-22,Wauwatosa,43.1,-88.0,Milwaukee County
2019-04-19,Houston,29.7,-95.4,Harris County
2023-07-31,Chicago,41.8,-87.7,Cook County
2024-03-28,Francitas,28.8,-96.3,Jackson County
2021-10-11,Bartlesville,36.7,-95.9,Washington County
2022-12-16,Houston,29.8,-95.4,Harris
2024-07-28,Jamestown,42.1,-79.2,Chautauqua
2024-09-16,Port Ewen,41.9,-74.0,Ulster County
2024-07-18,Buffalo Grove,42.2,-87.9,Lake County
2020-08-14,Oklahoma City,35.5,-97.5,Oklahoma County
2018-09-17,Antigo,45.1,-89.1,Langlade County
2019-10-03,Plano,33.1,-96.8,Collin County
2024-09-29,McKinney,33.2,-96.7,Collin County
2023-08-13,Gulliver,46.1,-86.1,Schoolcraft County
2021-09-02,Itasca,42.0,-88.0,DuPage County
2020-08-27,Jamestown,42.1,-79.2,Chautauqua County
2020-10-20,Tulsa,36.0,-95.9,Tulsa County.
2022-08-09,Minneapolis,45.0,-93.2,Hennepin County
2020-08-16,New Cumberland,40.2,-76.9,Hancock County
2021-07-20,Auburn,42.9,-76.6,Placer County.
2021-12-02,Panama City Beach,30.2,-85.8,Bay County
2024-09-20,Montgomery,30.4,-95.8,Montgomery County
2022-11-07,Campbell Hall,41.5,-74.3,Orange County
2018-06-16,Lincolnshire,42.2,-87.9,"Lincolnshire is not a city but a ceremonial county in Lincolnshire county, England. Could you provide additional context or check the name if you meant a town or city within Lincolnshire?"
2022-10-04,Lufkin,31.4,-94.8,Angelina County
2017-09-14,Minneapolis,45.0,-93.5,Hennepin County
2017-08-23,Austin,30.3,-97.7,Travis County
2019-09-23,Rogers,45.2,-93.6,Benton County
2020-09-30,Junction,30.5,-99.8,Kimble County
2017-09-20,Chicago,41.8,-87.6,Cook County
2017-08-11,Houston,30.0,-95.6,Harris County
2022-08-02,Kenosha,42.6,-87.8,Kenosha County
2021-07-11,Spring,30.1,-95.4,Harris County
2017-08-01,West Bend,43.4,-88.2,Washington County
2021-05-23,Edmond,35.6,-97.6,Oklahoma County
2021-12-30,Bulverde,29.8,-98.4,Comal County
2021-01-22,Naples,26.1,-81.8,Collier County
2019-10-06,Hastings On Hudson,41.0,-73.9,Westchester
2021-08-17,Edwardsville,38.8,-90.0,Madison County
2021-08-01,Brookfield,43.0,-88.1,Waukesha County
2020-12-30,Galveston,29.2,-94.9,Galveston County
2023-08-06,Yonkers,40.9,-73.9,Westchester County
2019-10-26,Caldwell,30.6,-96.5,Canyon County
2019-09-13,Mequon,43.2,-88.0,Ozaukee County
2023-08-03,Chandler,32.3,-95.5,Maricopa County
2021-11-24,San Antonio,29.6,-98.5,Bexar County
2023-08-30,Endicott,42.1,-76.0,Broome County
2020-05-24,Brooklyn,42.1,-84.2,Kings County
2022-10-05,Poteet,29.1,-98.6,Atascosa County
2021-10-11,Tulsa,36.1,-96.0,Tulsa County
2018-09-11,China,30.0,-94.3,Jefferson County
2017-10-18,Binghamton,42.1,-75.9,Broome County
2022-07-30,New York,40.7,-73.8,"New York City is located in five counties: Bronx County, Kings County, New York County, Queens County, and Richmond County."
2021-04-26,Gause,30.7,-96.7,Milam County
2023-06-23,Madison,43.0,-89.4,Dane County
2024-07-27,Delmar,42.6,-73.9,Sussex County.
2023-07-24,Buffalo,42.9,-78.8,Erie County
2024-10-01,Tulsa,36.2,-95.9,Tulsa County.
2023-08-06,Carlisle,40.2,-77.3,Cumbria
2022-08-01,Coal Center,40.1,-79.9,Washington County
2019-09-24,Willmar,45.1,-95.0,Kandiyohi County
2024-07-26,Kiel,43.9,-88.0,Schleswig-Holstein
